Data,Da,Account IG,Nome,Comune,Segmento,Tipo,Lista
2026-09-16,Patrick Sappa,@mobili_zanni,Mobili Zanni,Vobarno (BS),Arredamento,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@moioli.arredamenti,Moioli Arredamenti,Orio al Serio (BG),Arredamento,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@montchaletnevada,Mont Chalet Nevada,Livigno (SO),Albergo con spa,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@morris_tessitura_como,Morris JQ Tex,Como (CO),Tessitura,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@nail.art.twins,Twins Nail Art,Bergamo (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@nail.lab_bymartina,Nail Lab by Martina,Bergamo (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@nails_seriate,Nails Seriate,Seriate (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@nailservice_lombardy,Victoria Nail Service,Bergamo (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@nataly.extensionciglia,Nataly Extension Ciglia,Treviglio (BG),Ciglia,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@newcarshop.ncs,NewCarShop,Milano (MI),Concessionaria usato,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@newcleansantos,New Clean Santos,Rho (MI),Impresa di pulizie,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@norisottica,Noris Ottica,Bergamo (BG),Ottica,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@odabeauty.bergamo,Oda Beauty,Bergamo (BG),Estetica e nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@onoranzefunebrisanraffaele,Onoranze Funebri San Raffaele,Vimodrone (MI),Onoranze funebri,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@onoranzefunebrisimonettamilano,Impresa Simonetta,Milano (MI),Onoranze funebri,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@orma.beauty_treviglio,Orma Beauty,Treviglio (BG),Estetica avanzata,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@otticabarzaghi,Ottica Barzaghi,Monza (MB),Ottica,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@otticabrescia,Ottica Brescia,Brescia (BS),Ottica,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@otticarenzo,Ottica Renzo,Brescia (BS),Ottica,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@panificiof.llicremona,Panificio F.lli Cremona,Lonate Ceppino (VA),Panificio con laboratorio,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@parisinails,Lorenza Parisi Nails,Bergamo (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@parkhoteldesenzano,Park Hotel Desenzano,Desenzano del Garda (BS),Albergo,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@pasticceriabetti,Pasticceria Betti,Cremona (CR),Pasticceria con laboratorio,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@pasticceriavigoni,Pasticceria Vigoni,Pavia (PV),Pasticceria con laboratorio,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@pastificio_ratana,Pastificio Ratanà,Milano (MI),Pastificio,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@pulineon_milano,Pulineon,Milano (MI),Insegne,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@pulisan_it,Pulisan,Albavilla (CO),Impresa di pulizie,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@remedia.estetica.clusone,Remedia Estetica,Clusone (BG),Estetica,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@ristorantemateriaprima_mantova,Ristorante Materiaprima,Mantova (MN),Ristorante con camere,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@romea.pavia,Romea Pasticceria e Gelateria,Pavia (PV),Pasticceria con laboratorio,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@rossignoli_ottica,Ottica Rossignoli,Bergamo (BG),Ottica,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@rudecoffee.it,Rude Coffee,Milano (MI),Torrefazione,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@sacro_volto_of,Onoranze Funebri Sacro Volto,Milano (MI),Onoranze funebri,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@saralashtech,Sara Lash Tech,Stezzano (BG),Ciglia,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@shaddai_extensionlash,Shaddai Extension Lash,Bergamo (BG),Ciglia,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@silvanaferrettiestetica,Silvana Ferretti Estetista,Urgnano (BG),Estetica avanzata,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@spazio_arredamenti_2.0,Spazio Arredamenti 2.0,Bergamo (BG),Arredamento,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@svenailart,Svetlana Nail Artist,Dalmine (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@tessutimaritexcomo,Maritex,Cadorago (CO),Tessuti,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@ulyana.nails.mozzo,Ulyana Nails,Mozzo (BG),Nail e PMU,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@unghie_arcene,Unghie Arcene,Arcene (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@unghiettee,Unghiettee,Bergamo (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@varcofordmilano,Varco Ford Milano,Milano (MI),Concessionaria,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@venetacucinebergamotreviglio,Veneta Cucine Bergamo e Treviglio,Bergamo (BG),Arredamento e cucine,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@villarosadesenzano,Villa Rosa Hotel,Desenzano del Garda (BS),Albergo con ristorante,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@vivaio.punto.verde.milano,Vivaio Punto Verde,Milano (MI),Vivaio,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@viviannaestetica,ViviAnna Estetica e Benessere,Sarnico (BG),Estetica,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@yanart.brows,Yanart Brows,Bergamo (BG),PMU,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-17,Patrick Sappa,@2gbeautycenter_fossano,2G Beauty Center di Tonelli Patrizia,Fossano (CN),Estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@aijonails,Aijo Nails,Torino (TO),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@aly.angelnailstudio,"Alessia Mazzitelli, Angel Nail Studio",Torino (TO),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@amati._beautysalon,Amati Beauty Salon di Greta,San Benigno Canavese (TO),Nail ed estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@anastasia.nailstudio,A.Z Nail Studio,Novi Ligure (AL),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@anastasis_nail_rituals,Anastasis Nail Rituals di Letizia,Novi Ligure (AL),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@andreeapetcu_nailsbeautybiella,Andreea Loredana Petcu,Biella (BI),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@angela_esthetique,Angela Esthetique,Alessandria (AL),Estetica avanzata e PMU,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@anita_santorsola_pinerolo,Estetica Anita Santorsola,Pinerolo (TO),Estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@ann_blar_lashes,Ann Blar Lashes,Alessandria (AL),Ciglia,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@ary.masterunghie,"Arianna Alba, onicotecnica",Alessandria (AL),Nail e corsi,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@bea._nailss,"Beatrice Cerullo, unghie",Grugliasco (TO),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@beauty_house_torino,Beauty House,Torino (TO),Estetica e PMU,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@beauty_studio_giaveno,Beauty Studio Giaveno,Giaveno (TO),Estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@beautyconceptsaluzzo,Beauty Concept di Lorena Rinaudo,Saluzzo (CN),Estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@beautyplanetortona,Beauty Planet,Tortona (AL),Estetica e nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@beautytech_torino,BeautyTech Torino,Torino (TO),Estetica avanzata,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@cb_nailtechnician,CB Nail Technician,Torino (TO),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@cesteticcharme_asti,Centro Estetico Charme di Soldan Enrica,Asti (AT),Estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@clinica_bellezza_e_corpo_so_be,SO BE Beauty & Body Clinic,Rivarolo Canavese (TO),Estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@cooperativa.sociolario,Cooperativa Sociolario,Como (CO),Cooperativa sociale,primo,2026-09-17-instagram-denkishift-lombardia.csv
2026-09-17,Patrick Sappa,@credamilano,CreDa Milano,Milano (MI),Gastronomia,primo,2026-09-17-instagram-denkishift-lombardia.csv
2026-09-17,Patrick Sappa,@denisemonteartist,"Denise Monte, onicotecnica e trainer",Borgomanero (NO),Nail e formazione,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@dragonfly_estetica,Dragonfly Beauty & Relax,Casale Monferrato (AL),Estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@estea_omegna,Estea Centro Estetico,Omegna (VB),Estetica e nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@esteticamentechivasso,Esteticamente Chivasso,Chivasso (TO),Estetica avanzata,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@esteticaserendipity,Estetica Serendipity di Marialaura Gigliotti,Torino (TO),Estetica avanzata,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@etna_pasticceria_graniteria,Etna Pasticceria Graniteria,Brescia (BS),Pasticceria con laboratorio,primo,2026-09-17-instagram-denkishift-lombardia.csv
2026-09-17,Patrick Sappa,@evolve.estetica,Evolve Estetica,Chieri (TO),Estetica avanzata,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@fede_nails_pinerolo,"Federica, ricostruzione unghie",Pinerolo (TO),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@gastronomiadelcorsovarese,Gastronomia del Corso,Varese (VA),Gastronomia e salumeria,primo,2026-09-17-instagram-denkishift-lombardia.csv
2026-09-17,Patrick Sappa,@giulia_golden_lashes_torino,"Giulia Palermo, extension ciglia",Moncalieri (TO),Ciglia,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@herplace.atelier,Her Place Atelier,Asti (AT),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@janet.nails_art,Janet Nails Art,Novi Ligure (AL),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@kelart_nails_venaria,"Michela, Kel Art Nails",Venaria Reale (TO),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@kia_nail_beauty,Kia Nail Beauty,Nichelino (TO),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@la.rosa.del.deserto.estetica,La Rosa del Deserto di Monica Isoardi,Savigliano (CN),Estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@lafontedellagiovinezza,La Fonte della Giovinezza,Asti (AT),Estetica avanzata,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@luxurynailslashesnovara,"Barbara, Vibi Luxury",Novara (NO),PMU e ciglia,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@magnoliaesteticavercelli,Magnolia Estetica,Vercelli (VC),Estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@martinails022,MartiNails,Novi Ligure (AL),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@miami_leini,Miami Hairs&Beauty,Leinì (TO),Parrucchiere ed estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@moni_unghie_chivasso,"Monique Guinho, manicure e pedicure",Chivasso (TO),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@my_estetica_e_benessere,My Estetica & Benessere,Asti (AT),Estetica e nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@nails_by_.adelina,Adelina Nails,Alessandria (AL),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@ovunquenails,Ovunque Nails,Settimo Torinese (TO),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@pasticceria_rovida_milano,Pasticceria Rovida,Milano (MI),Pasticceria con laboratorio,primo,2026-09-17-instagram-denkishift-lombardia.csv
2026-09-17,Patrick Sappa,@patricianailstorino,Patricia Nails,Torino (TO),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@posh_estetica,Posh Estetica,Torino (TO),Estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@potalagastro_gastronomia,Pota La Gastro,Prevalle (BS),Gastronomia con laboratorio,primo,2026-09-17-instagram-denkishift-lombardia.csv
2026-09-17,Patrick Sappa,@pulsazione_fossano,"Pulsazione, estetica avanzata",Fossano (CN),Estetica avanzata,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@quelladelleunghie_asti,"Simona Cantalupo, onicotecnica",Asti (AT),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@salottoromaestetica,Salotto Roma Estetica,Chieri (TO),Estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@smile.nails2024,Smile Nails,Torino (TO),Nail ed estetica,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@super_321nails,Super 321 Nails,Alessandria (AL),Nail,primo,2026-09-17-instagram-siti-piemonte.csv
2026-09-17,Patrick Sappa,@ybeautyestetica,Y Beauty di Yailen Blanco,Pinerolo (TO),Estetica,primo,2026-09-17-instagram-siti-piemonte.csv
